Name	Count	Percentage
German;Mongolian	     2	 0.00
German;Multiple languages	     2	 0.00
German;Norwegian	     2	 0.00
German;Spanish	     2	 0.00
German;Sumerian;Akkadian	     2	 0.00
German;Swedish;Finnish	     2	 0.00
German;Swedish;Latin	     2	 0.00
Greek, Ancient (to 1453);English	     2	 0.00
Greek, Ancient (to 1453);Swedish	     2	 0.00
Greek, Modern (1453-);Finnish;English	     2	 0.00
Gujarati	     2	 0.00
Hindi;Finnish	     2	 0.00
Hungarian;English;Finnish	     2	 0.00
Iranian (Other)	     2	 0.00
Italian;English;French	     2	 0.00
Italian;English;French;German;Dutch;Spanish	     2	 0.00
Italian;Finnish;English	     2	 0.00
Italian;Spanish	     2	 0.00
Karelian;Finnish;English	     2	 0.00
Korean;Finnish	     2	 0.00
Kuanyama	     2	 0.00
Latin;German;Greek, Ancient (to 1453)	     2	 0.00
Latin;Greek, Ancient (to 1453);French	     2	 0.00
Latin;Greek, Ancient (to 1453);French;Swedish	     2	 0.00
Latin;Greek, Ancient (to 1453);Hebrew	     2	 0.00
Latin;Greek, Ancient (to 1453);Hebrew;Swedish	     2	 0.00
Latin;Greek, Ancient (to 1453);Swedish;French	     2	 0.00
Latin;Greek, Ancient (to 1453);Swedish;German	     2	 0.00
Latin;Italian;Greek, Ancient (to 1453);French	     2	 0.00
Latin;Swedish;English	     2	 0.00
Latin;Swedish;French;Finnish	     2	 0.00
Latin;Swedish;German;Finnish	     2	 0.00
Latin;Swedish;Russian	     2	 0.00
Lithuanian;Finnish	     2	 0.00
Luo (Kenya and Tanzania)	     2	 0.00
Macedonian	     2	 0.00
Malayalam	     2	 0.00
Mari;Finnish	     2	 0.00
Mari;German	     2	 0.00
Mongolian	     2	 0.00
Multiple languages;English	     2	 0.00
Multiple languages;English;Swedish;Finnish	     2	 0.00
Multiple languages;Finnish;Russian	     2	 0.00
Multiple languages;Finnish;Swedish	     2	 0.00
Multiple languages;Inari Sami	     2	 0.00
Multiple languages;Swedish;English;Finnish	     2	 0.00
No linguistic content	     2	 0.00
Northern Sami;Inari Sami;Skolt Sami	     2	 0.00
Norwegian;Swedish;Danish;Finnish;Multiple languages	     2	 0.00
Nyanja	     2	 0.00
Oromo;English	     2	 0.00
Panjabi	     2	 0.00
Pushto	     2	 0.00
Russian;Church Slavic	     2	 0.00
Russian;English;German	     2	 0.00
Russian;English;German;Hungarian;Finnish	     2	 0.00
Russian;Finnish;German	     2	 0.00
Russian;Finno-Ugrian (Other)	     2	 0.00
Russian;Italian;French	     2	 0.00
Russian;Undetermined	     2	 0.00
Sami;Finnish;English	     2	 0.00
Sami;Swedish;Finnish	     2	 0.00
Serbian;Finnish	     2	 0.00
Spanish;Finnish;English	     2	 0.00
Spanish;Portuguese;French;English;German;Dutch	     2	 0.00
Swahili;English	     2	 0.00
Swedish;Arabic	     2	 0.00
Swedish;Danish;Norwegian;Finnish	     2	 0.00
Swedish;Danish;Norwegian;German	     2	 0.00
Swedish;English;Finnish;German	     2	 0.00
Swedish;English;French;Spanish;Finnish	     2	 0.00
Swedish;English;Norwegian;Danish	     2	 0.00
Swedish;Finnish;English;Multiple languages	     2	 0.00
Swedish;Finnish;English;Norwegian;French	     2	 0.00
Swedish;Finnish;English;Russian	     2	 0.00
Swedish;Finnish;Multiple languages	     2	 0.00
Swedish;Finnish;Norwegian;Danish	     2	 0.00
Swedish;French;Latin	     2	 0.00
Swedish;German;Finnish	     2	 0.00
Swedish;German;French;Latin	     2	 0.00
Swedish;Icelandic;Norwegian;Danish;English	     2	 0.00
Swedish;Latin;French	     2	 0.00
Swedish;Norwegian;Finnish	     2	 0.00
Swedish;Sami	     2	 0.00
Tajik	     2	 0.00
Tatar;Arabic	     2	 0.00
Turkish;English	     2	 0.00
Ukrainian;English	     2	 0.00
Undetermined;English	     2	 0.00
Undetermined;German	     2	 0.00
Yoruba	     2	 0.00
Abkhaz;Creoles and Pidgins, English-based (Other);English	     1	 0.00
Afroasiatic (Other);English	     1	 0.00
Albanian;Finnish;English	     1	 0.00
Arabic;English;Finnish	     1	 0.00
Arabic;English;Swedish;Northern Sami;Somali;Finnish	     1	 0.00
Arabic;Finnish;Swedish	     1	 0.00
Arabic;Swedish	     1	 0.00
Arabic;Tatar	     1	 0.00
Aramaic;English;Spanish	     1	 0.00
Aramaic;English;Spanish;Dutch;Italian;Multiple languages;Portuguese;Polish;French;German;Turkish	     1	 0.00
Artificial (Other)	     1	 0.00
Austronesian (Other);English	     1	 0.00
Bengali	     1	 0.00
Berber (Other)	     1	 0.00
Bulgarian;English	     1	 0.00
Burmese;Finnish	     1	 0.00
Catalan;Finnish	     1	 0.00
Chinese;English;Japanese	     1	 0.00
Chinese;English;Multiple languages	     1	 0.00
Chinese;Finnish;English	     1	 0.00
Chinook jargon	     1	 0.00
Chuvash;English;Russian	     1	 0.00
Chuvash;Finnish	     1	 0.00
Chuvash;Swedish;German;Russian	     1	 0.00
Croatian;English	     1	 0.00
Czech;English	     1	 0.00
Czech;English;Finnish	     1	 0.00
Czech;Swedish	     1	 0.00
Danish;English;Finnish	     1	 0.00
Danish;English;Finnish;Latin;Norwegian;Swedish	     1	 0.00
Danish;English;Swedish;Norwegian	     1	 0.00
Danish;Finnish;Sami;Norwegian;Swedish;English	     1	 0.00
Danish;French	     1	 0.00
Danish;Icelandic;Norwegian;Swedish	     1	 0.00
Danish;Italian	     1	 0.00
Danish;Swedish;English;German	     1	 0.00
Dutch;Italian	     1	 0.00
English;Afroasiatic (Other)	     1	 0.00
English;Arabic;Berber (Other)	     1	 0.00
English;Burmese	     1	 0.00
English;Chinese;Japanese	     1	 0.00
English;Danish;Faroese;Finnish;Icelandic;Kalâtdlisut;Norwegian;Swedish	     1	 0.00
English;Danish;Finnish;Icelandic;Norwegian;Swedish	     1	 0.00
English;Danish;Finnish;Swedish;Icelandic;German;French;Russian;Spanish;Dutch;Greek, Modern (1453-);Hungarian;Low German;Polish	     1	 0.00
English;Danish;Swedish	     1	 0.00
English;Finnish;Arabic;Hebrew	     1	 0.00
English;Finnish;Chinese	     1	 0.00
English;Finnish;Czech;Hungarian;Spanish;German;Slovenian	     1	 0.00
English;Finnish;Danish	     1	 0.00
English;Finnish;Danish;Multiple languages	     1	 0.00
English;Finnish;Estonian	     1	 0.00
English;Finnish;French;German;Hungarian	     1	 0.00
English;Finnish;French;German;Italian;Spanish;Swedish	     1	 0.00
English;Finnish;German;French	     1	 0.00
English;Finnish;German;Hungarian;Russian;Swedish	     1	 0.00
English;Finnish;German;Norwegian;Swedish	     1	 0.00
English;Finnish;Hungarian	     1	 0.00
English;Finnish;Italian	     1	 0.00
English;Finnish;Japanese	     1	 0.00
English;Finnish;Kalâtdlisut	     1	 0.00
English;Finnish;Komi	     1	 0.00
English;Finnish;Spanish	     1	 0.00
English;Finnish;Spanish;Italian;German;French;Arabic;Persian;Russian;Sami	     1	 0.00
English;Finnish;Swedish;Danish;Norwegian	     1	 0.00
English;Finnish;Swedish;Italian	     1	 0.00
English;Finnish;Swedish;Norwegian;Danish	     1	 0.00
English;Finnish;Swedish;Norwegian;Danish;Dutch	     1	 0.00
English;Finnish;Swedish;Russian	     1	 0.00
English;Finnish;Swedish;Slavey;Norwegian	     1	 0.00
English;Finno-Ugrian (Other)	     1	 0.00
English;French;Akkadian	     1	 0.00
English;French;German;Dutch	     1	 0.00
English;French;German;Spanish;Swedish;Finnish	     1	 0.00
English;French;Italian	     1	 0.00
English;French;Multiple languages	     1	 0.00
English;French;Polish	     1	 0.00
English;German;French;Portuguese	     1	 0.00
English;German;French;Russian	     1	 0.00
English;German;French;Russian;Chinese	     1	 0.00
English;German;French;Russian;Spanish;Italian	     1	 0.00
English;German;French;Spanish	     1	 0.00
English;German;French;Spanish;Czech;Italian	     1	 0.00
English;German;French;Spanish;Italian;Russian	     1	 0.00
English;German;French;Spanish;Portuguese	     1	 0.00
English;German;Italian	     1	 0.00
English;German;Lithuanian	     1	 0.00
English;German;Northern Sami	     1	 0.00
English;German;Russian;Hungarian;Finnish;Estonian	     1	 0.00
English;German;Spanish;French;Italian;Japanese	     1	 0.00
English;German;Swedish;Norwegian;Finnish	     1	 0.00
English;German;Turkish	     1	 0.00
English;German;Urdu	     1	 0.00
English;Greek, Modern (1453-);Makasar	     1	 0.00
English;Hindi	     1	 0.00
English;Icelandic	     1	 0.00
English;Icelandic;Multiple languages	     1	 0.00
English;Italian;Multiple languages;Swedish;Finnish	     1	 0.00
English;Italian;Polish;French;German;Russian	     1	 0.00
English;Italian;Portuguese	     1	 0.00
English;Italian;Spanish;French	     1	 0.00
English;Japanese;Multiple languages;French;German	     1	 0.00
English;Japanese;Russian	     1	 0.00
English;Kazakh	     1	 0.00
English;Komi	     1	 0.00
English;Malay	     1	 0.00
English;Miscellaneous languages	     1	 0.00
English;Multiple languages;French;Swedish;German;Finnish	     1	 0.00
English;Nepali	     1	 0.00
English;Pali;Italian;Latin;Finnish	     1	 0.00
English;Romani;Finnish	     1	 0.00
English;Romanian	     1	 0.00
English;Russian;Chinese	     1	 0.00
English;Russian;French	     1	 0.00
English;Russian;Komi	     1	 0.00
English;Russian;Tatar	     1	 0.00
English;Slovak	     1	 0.00
English;Spanish;French;Russian;Chinese;Arabic	     1	 0.00
English;Spanish;German	     1	 0.00
English;Spanish;Italian;Japanese;Portuguese;French;German;Russian	     1	 0.00
English;Spanish;Italian;Romanian;Finnish	     1	 0.00
English;Spanish;Portuguese	     1	 0.00
English;Swedish;French	     1	 0.00
English;Swedish;German;Finnish;Russian	     1	 0.00
English;Turkish;Finnish	     1	 0.00
English;Welsh	     1	 0.00
English;Zapotec	     1	 0.00
Erzya;English;Russian	     1	 0.00
Erzya;Russian	     1	 0.00
Esperanto;English;Russian	     1	 0.00
Esperanto;Estonian	     1	 0.00
Esperanto;Finnish;Swedish	     1	 0.00
Esperanto;Russian	     1	 0.00
Estonian;English;Finnish	     1	 0.00
Estonian;Finnish;German	     1	 0.00
Estonian;French;German	     1	 0.00
Estonian;German;Russian	     1	 0.00
Estonian;German;Swedish	     1	 0.00
Estonian;Karelian	     1	 0.00
Estonian;Russian;English;German;Finnish	     1	 0.00
Estonian;Russian;German	     1	 0.00
Estonian;Russian;German;English;Finnish	     1	 0.00
Faroese;Danish;English	     1	 0.00
Faroese;Norwegian;English	     1	 0.00
Filipino;Tagalog;Finnish	     1	 0.00
Finnish;Afrikaans	     1	 0.00
Finnish;Albanian;Bulgarian;Czech;English;French;German;Hungarian;Polish;Romanian;Russian;Spanish	     1	 0.00
Finnish;Arabic;Multiple languages	     1	 0.00
Finnish;Arabic;Persian;Pushto;Somali;Kurdish	     1	 0.00
Finnish;Arabic;Tatar	     1	 0.00
Finnish;Belarusian	     1	 0.00
Finnish;Bosnian	     1	 0.00
Finnish;Breton	     1	 0.00
Finnish;Coptic	     1	 0.00
Finnish;Croatian;Serbian	     1	 0.00
Finnish;Danish;English;German;Norwegian	     1	 0.00
Finnish;Danish;Icelandic	     1	 0.00
Finnish;Danish;Icelandic;Norwegian;Swedish	     1	 0.00
Finnish;Danish;Norwegian;Swedish;English;French;German	     1	 0.00
Finnish;Danish;Norwegian;Swedish;Icelandic	     1	 0.00
Finnish;Danish;Norwegian;Swedish;Icelandic;English;German;French	     1	 0.00
Finnish;Danish;Yupik languages	     1	 0.00
Finnish;Dutch;English	     1	 0.00
Finnish;Dutch;Esperanto	     1	 0.00
Finnish;Dutch;Hungarian	     1	 0.00
Finnish;English;Albanian	     1	 0.00
Finnish;English;Armenian	     1	 0.00
Finnish;English;Belarusian	     1	 0.00
Finnish;English;Danish;Swedish	     1	 0.00
Finnish;English;Esperanto	     1	 0.00
Finnish;English;Esperanto;Japanese	     1	 0.00
Finnish;English;Estonian;French;German;Italian;Russian;Spanish;Swedish	     1	 0.00
Finnish;English;Estonian;French;German;Italian;Spanish;Swedish	     1	 0.00
Finnish;English;Estonian;French;German;Russian;Swedish	     1	 0.00
Finnish;English;Estonian;French;German;Swedish	     1	 0.00
Finnish;English;Estonian;German;Russian	     1	 0.00
Finnish;English;Estonian;German;Russian;Swedish	     1	 0.00
Finnish;English;Estonian;Hungarian;German;Spanish;Swedish;Russian;Sami;Icelandic	     1	 0.00
Finnish;English;Estonian;Italian	     1	 0.00
Finnish;English;Estonian;Portuguese;Russian	     1	 0.00
Finnish;English;Estonian;Russian;Hungarian	     1	 0.00
Finnish;English;Finno-Ugrian (Other)	     1	 0.00
Finnish;English;French;German;Russian;Spanish;Swedish	     1	 0.00
Finnish;English;French;German;Russian;Swedish	     1	 0.00
Finnish;English;French;German;Spanish	     1	 0.00
Finnish;English;French;German;Swedish;Multiple languages	     1	 0.00
Finnish;English;French;Italian;Swedish	     1	 0.00
Finnish;English;French;Japanese	     1	 0.00
Finnish;English;French;Polish	     1	 0.00
Finnish;English;French;Spanish;Swedish	     1	 0.00
Finnish;English;Georgian	     1	 0.00
Finnish;English;German;Estonian	     1	 0.00
Finnish;English;German;French;Chinese	     1	 0.00
Finnish;English;German;French;Hungarian	     1	 0.00
Finnish;English;German;French;Italian;Latin	     1	 0.00
Finnish;English;German;French;Italian;Spanish	     1	 0.00
Finnish;English;German;French;Russian	     1	 0.00
Finnish;English;German;French;Spanish;Arabic;Japanese	     1	 0.00
Finnish;English;German;French;Spanish;Dutch	     1	 0.00
Finnish;English;German;French;Swedish	     1	 0.00
Finnish;English;German;Hungarian	     1	 0.00
Finnish;English;German;Italian;Multiple languages	     1	 0.00
Finnish;English;German;Latvian	     1	 0.00
Finnish;English;German;Norwegian;Northern Sami	     1	 0.00
Finnish;English;German;Russian;Estonian	     1	 0.00
Finnish;English;German;Russian;Estonian;Finno-Ugrian (Other)	     1	 0.00
Finnish;English;German;Russian;Multiple languages	     1	 0.00
Finnish;English;German;Spanish;Aromanian;Lithuanian;Polish	     1	 0.00
Finnish;English;German;Swedish;French	     1	 0.00
Finnish;English;German;Swedish;Multiple languages	     1	 0.00
Finnish;English;Greek, Modern (1453-)	     1	 0.00
Finnish;English;Hindi	     1	 0.00
Finnish;English;Hungarian;German	     1	 0.00
Finnish;English;Hungarian;Multiple languages	     1	 0.00
Finnish;English;Icelandic	     1	 0.00
Finnish;English;Inari Sami;Multiple languages	     1	 0.00
Finnish;English;Indonesian	     1	 0.00
Finnish;English;Iranian (Other)	     1	 0.00
Finnish;English;Japanese;Multiple languages	     1	 0.00
Finnish;English;Japanese;Portuguese;Russian	     1	 0.00
Finnish;English;Karelian	     1	 0.00
Finnish;English;Kazakh	     1	 0.00
Finnish;English;Kurdish	     1	 0.00
Finnish;English;Kyrgyz	     1	 0.00
Finnish;English;Latvian	     1	 0.00
Finnish;English;Lithuanian	     1	 0.00
Finnish;English;Malay	     1	 0.00
Finnish;English;Multiple languages;Swedish;German	     1	 0.00
Finnish;English;Norwegian;Estonian	     1	 0.00
Finnish;English;Romani	     1	 0.00
Finnish;English;Romanian	     1	 0.00
Finnish;English;Russian;Chinese	     1	 0.00
Finnish;English;Russian;French;Spanish	     1	 0.00
Finnish;English;Russian;Japanese	     1	 0.00
Finnish;English;Russian;Ukrainian;Bulgarian	     1	 0.00
Finnish;English;Sami;Northern Sami	     1	 0.00
Finnish;English;Sami;Northern Sami;Inari Sami	     1	 0.00
Finnish;English;Slovak;Multiple languages	     1	 0.00
Finnish;English;Spanish;Italian	     1	 0.00
Finnish;English;Spanish;Russian	     1	 0.00
Finnish;English;Swahili	     1	 0.00
Finnish;English;Swedish;Danish;Multiple languages;Norwegian	     1	 0.00
Finnish;English;Swedish;German;French;Portuguese;Spanish;Russian	     1	 0.00
Finnish;English;Swedish;German;Russian	     1	 0.00
Finnish;English;Swedish;Norwegian	     1	 0.00
Finnish;English;Swedish;Norwegian;Danish	     1	 0.00
Finnish;English;Swedish;Spanish;Italian;Dutch;French;Portuguese;German;Russian;Danish;Estonian	     1	 0.00
Finnish;English;Tai (Other)	     1	 0.00
Finnish;English;Turkish	     1	 0.00
Finnish;English;Turkmen	     1	 0.00
Finnish;English;Urdu	     1	 0.00
Finnish;English;Uzbek	     1	 0.00
Finnish;English;Vietnamese	     1	 0.00
Finnish;Erzya;Moksha	     1	 0.00
Finnish;Estonian;Esperanto	     1	 0.00
Finnish;Estonian;German;French	     1	 0.00
Finnish;Estonian;German;Russian;Multiple languages	     1	 0.00
Finnish;Estonian;Greek, Modern (1453-);Italian;Portuguese;Russian;Spanish	     1	 0.00
Finnish;Estonian;Hungarian;German	     1	 0.00
Finnish;Estonian;Multiple languages	     1	 0.00
Finnish;Estonian;Polish;Russian	     1	 0.00
Finnish;Estonian;Russian;English	     1	 0.00
Finnish;Estonian;Russian;Swedish	     1	 0.00
Finnish;Filipino;Tagalog	     1	 0.00
Finnish;Finno-Ugrian (Other);Russian	     1	 0.00
Finnish;French;Arabic	     1	 0.00
Finnish;French;English;German	     1	 0.00
Finnish;French;English;Multiple languages	     1	 0.00
Finnish;French;Esperanto	     1	 0.00
Finnish;French;Italian;Japanese	     1	 0.00
Finnish;French;Japanese	     1	 0.00
Finnish;French;Latin	     1	 0.00
Finnish;French;Swedish;German;English;Russian	     1	 0.00
Finnish;French;Swedish;Russian	     1	 0.00
Finnish;French;Swedish;Russian;German	     1	 0.00
Finnish;German;English;French	     1	 0.00
Finnish;German;English;Swedish	     1	 0.00
Finnish;German;English;Swedish;Russian;Thai	     1	 0.00
Finnish;German;Esperanto	     1	 0.00
Finnish;German;Estonian	     1	 0.00
Finnish;German;Hungarian	     1	 0.00
Finnish;German;Italian;English;Latin	     1	 0.00
Finnish;German;Karelian	     1	 0.00
Finnish;German;Norwegian;Sami	     1	 0.00
Finnish;German;Polish	     1	 0.00
Finnish;German;Sami	     1	 0.00
Finnish;German;Spanish	     1	 0.00
Finnish;Hawaiian	     1	 0.00
Finnish;Hindi	     1	 0.00
Finnish;Hungarian;Esperanto	     1	 0.00
Finnish;Hungarian;Estonian	     1	 0.00
Finnish;Hungarian;German	     1	 0.00
Finnish;Hungarian;German;English	     1	 0.00
Finnish;Hungarian;Italian	     1	 0.00
Finnish;Hungarian;Russian	     1	 0.00
Finnish;Icelandic;English	     1	 0.00
Finnish;Indonesian;Malay	     1	 0.00
Finnish;Iranian (Other)	     1	 0.00
Finnish;Italian;English;Russian;Japanese	     1	 0.00
Finnish;Italian;Esperanto	     1	 0.00
Finnish;Italian;French	     1	 0.00
Finnish;Italian;Kurdish;Persian;Somali	     1	 0.00
Finnish;Italian;Russian;Japanese	     1	 0.00
Finnish;Italian;Swedish	     1	 0.00
Finnish;Japanese;Esperanto	     1	 0.00
Finnish;Japanese;Swedish;English	     1	 0.00
Finnish;Kalâtdlisut	     1	 0.00
Finnish;Karelian;Finno-Ugrian (Other)	     1	 0.00
Finnish;Karelian;Multiple languages	     1	 0.00
Finnish;Karen languages	     1	 0.00
Finnish;Latin;English;Swedish	     1	 0.00
Finnish;Latin;Greek, Ancient (to 1453)	     1	 0.00
Finnish;Latin;Swedish;English;German;French	     1	 0.00
Finnish;Latin;Swedish;Greek, Ancient (to 1453);German;Hebrew	     1	 0.00
Finnish;Latvian;English	     1	 0.00
Finnish;Latvian;Esperanto	     1	 0.00
Finnish;Latvian;Latin	     1	 0.00
Finnish;Lithuanian;English	     1	 0.00
Finnish;Moksha	     1	 0.00
Finnish;Multiple languages;Russian	     1	 0.00
Finnish;Ndonga	     1	 0.00
Finnish;Northern Sami;English	     1	 0.00
Finnish;Northern Sami;Inari Sami;Skolt Sami	     1	 0.00
Finnish;Northern Sami;Sami	     1	 0.00
Finnish;Northern Sami;Sami;Multiple languages;Lule Sami	     1	 0.00
Finnish;Norwegian;English;German	     1	 0.00
Finnish;Norwegian;English;Italian	     1	 0.00
Finnish;Norwegian;Italian	     1	 0.00
Finnish;Persian;Multiple languages	     1	 0.00
Finnish;Philippine (Other)	     1	 0.00
Finnish;Polish;Esperanto	     1	 0.00
Finnish;Polish;French	     1	 0.00
Finnish;Russian;Esperanto	     1	 0.00
Finnish;Russian;Estonian;Komi;Karelian;Finno-Ugrian (Other)	     1	 0.00
Finnish;Russian;Undetermined	     1	 0.00
Finnish;Sami;Norwegian;Russian	     1	 0.00
Finnish;Sami;Romani	     1	 0.00
Finnish;Sami;Russian;Albanian;Arabic;Chinese;Kurdish;Persian;Somali;Thai;Vietnamese	     1	 0.00
Finnish;Sign languages;Multiple languages	     1	 0.00
Finnish;Slavic (Other)	     1	 0.00
Finnish;Somali;English	     1	 0.00
Finnish;Spanish;Czech	     1	 0.00
Finnish;Spanish;Esperanto	     1	 0.00
Finnish;Spanish;Greek, Modern (1453-);English	     1	 0.00
Finnish;Spanish;Portuguese;Russian	     1	 0.00
Finnish;Swedish;Arabic	     1	 0.00
Finnish;Swedish;Arabic;Lingala;Somali;Turkish	     1	 0.00
Finnish;Swedish;Czech;Dutch;English;French;German;Italian;Portuguese;Spanish	     1	 0.00
Finnish;Swedish;Danish;English;French;German;Japanese;Dutch;Russian;Estonian	     1	 0.00
Finnish;Swedish;Danish;English;German;French;Russian;Spanish;Estonian	     1	 0.00
Finnish;Swedish;Danish;English;German;French;Spanish;Italian;Portuguese	     1	 0.00
Finnish;Swedish;Danish;Faroese;Kalâtdlisut;Icelandic;Sami;Norwegian	     1	 0.00
Finnish;Swedish;Danish;Icelandic	     1	 0.00
Finnish;Swedish;Danish;Icelandic;Norwegian;English;French	     1	 0.00
Finnish;Swedish;Danish;Norwegian;English;German	     1	 0.00
Finnish;Swedish;Danish;Norwegian;English;German;French	     1	 0.00
Finnish;Swedish;Danish;Norwegian;German	     1	 0.00
Finnish;Swedish;Danish;Norwegian;German;Estonian;Latvian;Lithuanian;Polish;Russian	     1	 0.00
Finnish;Swedish;Danish;Norwegian;Icelandic;English;German	     1	 0.00
Finnish;Swedish;Danish;Norwegian;Icelandic;English;German;French;Italian;Spanish	     1	 0.00
Finnish;Swedish;Danish;Norwegian;Yiddish	     1	 0.00
Finnish;Swedish;English;Chinese;Ndonga	     1	 0.00
Finnish;Swedish;English;Danish;Norwegian	     1	 0.00
Finnish;Swedish;English;Estonian;German;Latvian;Lithuanian;Polish;Russian	     1	 0.00
Finnish;Swedish;English;Estonian;Hungarian;Russian	     1	 0.00
Finnish;Swedish;English;Estonian;Latvian	     1	 0.00
Finnish;Swedish;English;Estonian;Russian	     1	 0.00
Finnish;Swedish;English;Estonian;Russian;Multiple languages	     1	 0.00
Finnish;Swedish;English;French;Estonian	     1	 0.00
Finnish;Swedish;English;French;Estonian;German;Russian	     1	 0.00
Finnish;Swedish;English;French;Italian;Portuguese	     1	 0.00
Finnish;Swedish;English;French;Russian;German;Dutch;Italian;Spanish;Portuguese	     1	 0.00
Finnish;Swedish;English;French;Wolof	     1	 0.00
Finnish;Swedish;English;German;Estonian	     1	 0.00
Finnish;Swedish;English;German;Estonian;Russian	     1	 0.00
Finnish;Swedish;English;German;French;Chinese;Estonian;Japanese;Russian	     1	 0.00
Finnish;Swedish;English;German;French;Dutch	     1	 0.00
Finnish;Swedish;English;German;French;Esperanto	     1	 0.00
Finnish;Swedish;English;German;French;Italian	     1	 0.00
Finnish;Swedish;English;German;French;Italian;Spanish;Portuguese	     1	 0.00
Finnish;Swedish;English;German;French;Russian;Chinese;Estonian	     1	 0.00
Finnish;Swedish;English;German;French;Russian;Spanish;Italian;Chinese	     1	 0.00
Finnish;Swedish;English;German;French;Spanish;Estonian;Italian	     1	 0.00
Finnish;Swedish;English;German;French;Spanish;Hungarian;Russian;Estonian	     1	 0.00
Finnish;Swedish;English;German;French;Spanish;Russian;Japanese;Somali;Arabic	     1	 0.00
Finnish;Swedish;English;German;Multiple languages	     1	 0.00
Finnish;Swedish;English;German;Portuguese	     1	 0.00
Finnish;Swedish;English;German;Russian;Japanese	     1	 0.00
Finnish;Swedish;English;German;Spanish;French;Russian	     1	 0.00
Finnish;Swedish;English;German;Spanish;Russian;Estonian	     1	 0.00
Finnish;Swedish;English;Japanese	     1	 0.00
Finnish;Swedish;English;Latvian	     1	 0.00
Finnish;Swedish;English;Norwegian;Danish	     1	 0.00
Finnish;Swedish;English;Russian;Estonian	     1	 0.00
Finnish;Swedish;English;Russian;Multiple languages	     1	 0.00
Finnish;Swedish;English;Russian;Polish	     1	 0.00
Finnish;Swedish;English;Russian;Spanish;Italian;Hebrew;Japanese;Polish	     1	 0.00
Finnish;Swedish;English;Spanish	     1	 0.00
Finnish;Swedish;English;Spanish;Basque	     1	 0.00
Finnish;Swedish;English;Swahili	     1	 0.00
Finnish;Swedish;Estonian;English;German;French;Russian;Lithuanian;Latvian	     1	 0.00
Finnish;Swedish;Estonian;English;German;Latvian;Russian	     1	 0.00
Finnish;Swedish;Estonian;English;Russian;German	     1	 0.00
Finnish;Swedish;Estonian;German	     1	 0.00
Finnish;Swedish;Faroese	     1	 0.00
Finnish;Swedish;French;English;German	     1	 0.00
Finnish;Swedish;French;German;English	     1	 0.00
Finnish;Swedish;French;German;Italian	     1	 0.00
Finnish;Swedish;French;German;Russian	     1	 0.00
Finnish;Swedish;French;Tibetan	     1	 0.00
Finnish;Swedish;German;Danish	     1	 0.00
Finnish;Swedish;German;Dutch;English;Russian;French;Spanish	     1	 0.00
Finnish;Swedish;German;English;French	     1	 0.00
Finnish;Swedish;German;English;Latin	     1	 0.00
Finnish;Swedish;German;French;Russian	     1	 0.00
Finnish;Swedish;German;French;Spanish	     1	 0.00
Finnish;Swedish;German;Latvian;Lithuanian;Polish	     1	 0.00
Finnish;Swedish;Hungarian	     1	 0.00
Finnish;Swedish;Hungarian;French	     1	 0.00
Finnish;Swedish;Icelandic	     1	 0.00
Finnish;Swedish;Italian;Latin	     1	 0.00
Finnish;Swedish;Japanese	     1	 0.00
Finnish;Swedish;Kalâtdlisut	     1	 0.00
Finnish;Swedish;Northern Sami;Multiple languages	     1	 0.00
Finnish;Swedish;Norwegian;Danish;English	     1	 0.00
Finnish;Swedish;Norwegian;Danish;English;German;French;Dutch	     1	 0.00
Finnish;Swedish;Norwegian;Danish;English;Russian	     1	 0.00
Finnish;Swedish;Norwegian;Danish;Icelandic;English	     1	 0.00
Finnish;Swedish;Norwegian;German	     1	 0.00
Finnish;Swedish;Norwegian;German;Croatian	     1	 0.00
Finnish;Swedish;Norwegian;German;Latin	     1	 0.00
Finnish;Swedish;Polish	     1	 0.00
Finnish;Swedish;Russian;English;French	     1	 0.00
Finnish;Swedish;Russian;German;English	     1	 0.00
Finnish;Swedish;Sami;Danish;Norwegian;German;Estonian;Latvian;Lithuanian;Polish	     1	 0.00
Finnish;Swedish;Sami;English;French	     1	 0.00
Finnish;Swedish;Sami;English;French;German	     1	 0.00
Finnish;Swedish;Sami;English;German;French	     1	 0.00
Finnish;Swedish;Sami;Norwegian	     1	 0.00
Finnish;Swedish;Sami;Norwegian;Russian	     1	 0.00
Finnish;Tatar;English	     1	 0.00
Finnish;Tibetan	     1	 0.00
Finnish;Uighur	     1	 0.00
Finnish;Ukrainian;English	     1	 0.00
Finnish;Undetermined;German	     1	 0.00
Finnish;Urdu	     1	 0.00
Finnish;Vietnamese;Swedish	     1	 0.00
Finnish;Votic	     1	 0.00
Finnish;Xhosa	     1	 0.00
Finno-Ugrian (Other);English;Finnish	     1	 0.00
Finno-Ugrian (Other);Finnish;Russian	     1	 0.00
Finno-Ugrian (Other);French	     1	 0.00
Finno-Ugrian (Other);Northern Sami	     1	 0.00
French;Finnish;German	     1	 0.00
French;French, Old (ca. 842-1300)	     1	 0.00
French;Italian;Finnish	     1	 0.00
French;Lithuanian	     1	 0.00
French;Norwegian	     1	 0.00
French;Russian;Ukrainian;Polish;Czech;Slovak;Serbian;Icelandic;Swedish;German;Low German;Dutch;English;Spanish;Italian;Greek, Modern (1453-);Armenian;Finnish;Hungarian;Tatar;Hebrew	     1	 0.00
